OTU	pident	title	genus	species
Otu04342	99.608	Corynebacterium casei	Corynebacterium	casei
Otu04344	93.2	Acetitomaculum ruminis	Acetitomaculum	ruminis
Otu04345	96.186	Butyricicoccus pullicaecorum	Butyricicoccus	pullicaecorum
Otu04346	96.032	Mitsuokella multacida	Mitsuokella	multacida
Otu04348	94.606	[Clostridium] clostridioforme	[Clostridium]	clostridioforme
Otu04349	96.032	Mitsuokella multacida	Mitsuokella	multacida
Otu04351	93.651	Paludicola psychrotolerans	Paludicola	psychrotolerans
Otu04352	97.222	Anaerovibrio lipolyticus	Anaerovibrio	lipolyticus
Otu04355	96.838	Selenomonas bovis	Selenomonas	bovis
Otu04356	95.257	Succinivibrio dextrinosolvens	Succinivibrio	dextrinosolvens
Otu04359	98.024	Fusicatenibacter saccharivorans	Fusicatenibacter	saccharivorans
Otu04363	98.024	Lactobacillus ultunensis	Lactobacillus	ultunensis
Otu04364	98.444	Treponema succinifaciens	Treponema	succinifaciens
Otu04365	100	Daeguia caeni	Daeguia	caeni
Otu04368	94.4	Blautia stercoris	Blautia	stercoris
Otu04369	96.443	Prevotella stercorea	Prevotella	stercorea
Otu04372	98.024	Lactobacillus ultunensis	Lactobacillus	ultunensis
Otu04373	96.443	Bariatricus massiliensis	Bariatricus	massiliensis
Otu04377	100	Methylobacterium terrae	Methylobacterium	terrae
Otu04379	97.233	Blautia obeum	Blautia	obeum
Otu04381	96.838	Kineothrix alysoides	Kineothrix	alysoides
Otu04383	99.606	Coprococcus comes	Coprococcus	comes
Otu04389	96.047	Frisingicoccus caecimuris	Frisingicoccus	caecimuris
Otu04390	95.652	Prevotella copri	Prevotella	copri
Otu04392	96.032	Propionispira arcuata	Propionispira	arcuata
Otu04393	96.078	Dorea longicatena	Dorea	longicatena
Otu04394	98.024	Escherichia marmotae	Escherichia	marmotae
Otu04395	93.725	Blautia faecis	Blautia	faecis
Otu04396	96.838	Gemmiger formicilis	Gemmiger	formicilis
Otu04398	97.233	Roseburia inulinivorans	Roseburia	inulinivorans
Otu04399	95.257	Faecalicatena orotica	Faecalicatena	orotica
Otu04400	94.841	Streptococcus pasteurianus	Streptococcus	pasteurianus
Otu04401	94.862	Roseburia intestinalis	Roseburia	intestinalis
Otu04403	94.071	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu04404	98.819	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu04407	94.093	Prevotella multisaccharivorax	Prevotella	multisaccharivorax
Otu04410	97.233	Prevotella copri	Prevotella	copri
Otu04412	98.419	Blautia obeum	Blautia	obeum
Otu04413	95.257	Prevotella copri	Prevotella	copri
Otu04414	98.814	Phascolarctobacterium succinatutens	Phascolarctobacterium	succinatutens
Otu04416	97.899	Intestinibacter bartlettii	Intestinibacter	bartlettii
Otu04418	99.605	Treponema succinifaciens	Treponema	succinifaciens
Otu04419	98.419	Megasphaera elsdenii	Megasphaera	elsdenii
Otu04420	97.233	Clostridium aurantibutyricum	Clostridium	aurantibutyricum
Otu04421	96.047	Prevotella stercorea	Prevotella	stercorea
Otu04423	96.443	Intestinimonas butyriciproducens	Intestinimonas	butyriciproducens
Otu04425	98.016	Roseburia faecis	Roseburia	faecis
Otu04430	98.419	Escherichia marmotae	Escherichia	marmotae
Otu04431	100	Blastococcus colisei	Blastococcus	colisei
Otu04435	95.652	Prevotella copri	Prevotella	copri
Otu04440	98.4	Clostridium bornimense	Clostridium	bornimense
Otu04441	93.281	Flintibacter butyricus	Flintibacter	butyricus
Otu04442	94.862	Victivallis vadensis	Victivallis	vadensis
Otu04444	93.254	Ihubacter massiliensis	Ihubacter	massiliensis
Otu04445	100	Gracilibacillus dipsosauri	Gracilibacillus	dipsosauri
Otu04446	94.071	Prevotella stercorea	Prevotella	stercorea
Otu04447	94.4	Pseudoflavonifractor phocaeensis	Pseudoflavonifractor	phocaeensis
Otu04450	97.581	Methanobrevibacter millerae	Methanobrevibacter	millerae
Otu04451	94.024	Lactonifactor longoviformis	Lactonifactor	longoviformis
Otu04452	98.814	Bacteroides vulgatus	Bacteroides	vulgatus
Otu04453	94.239	Acutalibacter muris	Acutalibacter	muris
Otu04456	94.915	Prevotellamassilia timonensis	Prevotellamassilia	timonensis
Otu04457	94.821	Butyricimonas paravirosa	Butyricimonas	paravirosa
Otu04461	93.281	Tahibacter aquaticus	Tahibacter	aquaticus
Otu04463	97.49	Colidextribacter massiliensis	Colidextribacter	massiliensis
Otu04464	98.326	Clostridium chartatabidum	Clostridium	chartatabidum
Otu04466	97.233	Fournierella massiliensis	Fournierella	massiliensis
Otu04472	94.8	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu04473	97.244	Luteolibacter gellanilyticus	Luteolibacter	gellanilyticus
Otu04477	98	Anaerofustis stercorihominis	Anaerofustis	stercorihominis
Otu04478	100	Sphingomonas limnosediminicola	Sphingomonas	limnosediminicola
Otu04479	94.862	Luteolibacter flavescens	Luteolibacter	flavescens
Otu04480	98.814	Cellvibrio fulvus	Cellvibrio	fulvus
Otu04481	97.619	Cloacibacillus porcorum	Cloacibacillus	porcorum
Otu04483	93.676	Blautia hominis	Blautia	hominis
Otu04485	98.776	Lactobacillus ultunensis	Lactobacillus	ultunensis
Otu04486	98.814	Geodermatophilus africanus	Geodermatophilus	africanus
Otu04487	98.031	Flavobacterium ovatum	Flavobacterium	ovatum
Otu04489	100	Paraeggerthella hongkongensis	Paraeggerthella	hongkongensis
Otu04490	95.257	Prevotella copri	Prevotella	copri
Otu04495	98.381	Proteus mirabilis	Proteus	mirabilis
Otu04496	95.257	Faecalicatena orotica	Faecalicatena	orotica
Otu04500	98.413	Lysinibacillus chungkukjangi	Lysinibacillus	chungkukjangi
Otu04503	94.841	Fournierella massiliensis	Fournierella	massiliensis
Otu04504	94.862	Chryseolinea soli	Chryseolinea	soli
Otu04509	93.676	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu04510	95.238	Gemmiger formicilis	Gemmiger	formicilis
Otu04511	97.6	[Eubacterium] eligens	[Eubacterium]	eligens
Otu04512	96.063	Enterorhabdus muris	Enterorhabdus	muris
Otu04513	96.032	Anaerotruncus colihominis	Anaerotruncus	colihominis
Otu04517	94.094	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu04518	98.024	Vespertiliibacter pulmonis	Vespertiliibacter	pulmonis
Otu04522	96.047	Campylobacter coli	Campylobacter	coli
Otu04525	100	Duganella aquatilis	Duganella	aquatilis
Otu04527	95.257	Aquicella siphonis	Aquicella	siphonis
Otu04531	94.862	Vicinamibacter silvestris	Vicinamibacter	silvestris
Otu04532	94.048	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu04535	96.047	Micropepsis pineolensis	Micropepsis	pineolensis
Otu04541	93.281	Ruminobacter amylophilus	Ruminobacter	amylophilus
Otu04542	95.652	Prevotella stercorea	Prevotella	stercorea
Otu04543	98.814	Microvirga aerilata	Microvirga	aerilata
Otu04544	94.071	Lachnoclostridium pacaense	Lachnoclostridium	pacaense
Otu04546	96.032	Pseudoflavonifractor phocaeensis	Pseudoflavonifractor	phocaeensis
Otu04548	98.814	Cedecea lapagei	Cedecea	lapagei
Otu04549	94.488	Duodenibacillus massiliensis	Duodenibacillus	massiliensis
Otu04551	96.838	Acidibacter ferrireducens	Acidibacter	ferrireducens
Otu04552	97.468	Selenomonas bovis	Selenomonas	bovis
Otu04554	96.047	Blautia faecis	Blautia	faecis
Otu04555	94.862	Pseudoflavonifractor phocaeensis	Pseudoflavonifractor	phocaeensis
Otu04557	100	Anaerostipes caccae	Anaerostipes	caccae
Otu04559	95.652	Luteitalea pratensis	Luteitalea	pratensis
Otu04560	94.071	Prevotella stercorea	Prevotella	stercorea
Otu04564	93.307	Schlesneria paludicola	Schlesneria	paludicola
Otu04566	96.787	Megasphaera elsdenii	Megasphaera	elsdenii
Otu04567	96.694	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu04568	95.652	Clostridium aurantibutyricum	Clostridium	aurantibutyricum
Otu04569	97.628	Intestinimonas butyriciproducens	Intestinimonas	butyriciproducens
Otu04572	95.652	Vicinamibacter silvestris	Vicinamibacter	silvestris
Otu04573	93.676	Prevotella buccalis	Prevotella	buccalis
Otu04574	99.605	Rhodococcus biphenylivorans	Rhodococcus	biphenylivorans
Otu04575	99.605	Sphingobium naphthae	Sphingobium	naphthae
Otu04577	94.444	Megasphaera elsdenii	Megasphaera	elsdenii
Otu04578	98.419	Altererythrobacter buctensis	Altererythrobacter	buctensis
Otu04584	99.206	Sharpea azabuensis	Sharpea	azabuensis
Otu04586	93.281	Prevotella copri	Prevotella	copri
Otu04592	97.233	Lactobacillus caviae	Lactobacillus	caviae
Otu04600	98.413	Bythopirellula goksoyri	Bythopirellula	goksoyri
Otu04601	95.257	Labilithrix luteola	Labilithrix	luteola
Otu04606	94.466	Sporobacter termitidis	Sporobacter	termitidis
Otu04607	93.676	Sulfuritortus calidifontis	Sulfuritortus	calidifontis
Otu04617	97.638	Methanobrevibacter smithii	Methanobrevibacter	smithii
Otu04618	99.603	Butyricimonas virosa	Butyricimonas	virosa
Otu04619	96.838	Prevotella copri	Prevotella	copri
Otu04621	96.471	Faecalicatena orotica	Faecalicatena	orotica
Otu04623	95.652	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu04624	93.004	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu04626	95.257	Luteitalea pratensis	Luteitalea	pratensis
Otu04632	99.58	Collinsella aerofaciens	Collinsella	aerofaciens
Otu04637	94.8	Aerococcus suis	Aerococcus	suis
Otu04639	94.488	Hungatella effluvii	Hungatella	effluvii
Otu04641	95.257	Flavobacterium tangerina	Flavobacterium	tangerina
Otu04644	99.209	Actinomyces europaeus	Actinomyces	europaeus
Otu04649	100	Neoscardovia arbecensis	Neoscardovia	arbecensis
Otu04652	98.814	Pseudoxanthomonas daejeonensis	Pseudoxanthomonas	daejeonensis
Otu04653	97.233	Campylobacter iguaniorum	Campylobacter	iguaniorum
Otu04656	97.628	Clostridium punense	Clostridium	punense
Otu04657	94.071	Dysgonomonas gadei	Dysgonomonas	gadei
Otu04660	96	Clostridium chartatabidum	Clostridium	chartatabidum
Otu04664	94.882	Sciscionella marina	Sciscionella	marina
Otu04665	95.257	Prevotella copri	Prevotella	copri
Otu04666	93.2	Luteitalea pratensis	Luteitalea	pratensis
Otu04678	97.628	Populibacterium corticicola	Populibacterium	corticicola
Otu04685	97.233	Stenotrophobacter namibiensis	Stenotrophobacter	namibiensis
Otu04687	100	Lactobacillus musae	Lactobacillus	musae
Otu04689	94.466	Lachnoclostridium pacaense	Lachnoclostridium	pacaense
Otu04691	99.605	Flavobacterium nackdongense	Flavobacterium	nackdongense
Otu04694	98.814	Helcobacillus massiliensis	Helcobacillus	massiliensis
Otu04697	94.841	Gallicola barnesae	Gallicola	barnesae
Otu04700	98.814	Tabrizicola aquatica	Tabrizicola	aquatica
Otu04701	96.047	Anaerostipes hadrus	Anaerostipes	hadrus
Otu04702	95.276	Ilumatobacter fluminis	Ilumatobacter	fluminis
Otu04703	95.652	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu04705	99.209	Blautia obeum	Blautia	obeum
Otu04706	93.307	Intestinimonas butyriciproducens	Intestinimonas	butyriciproducens
Otu04708	95.417	Anaerotignum aminivorans	Anaerotignum	aminivorans
Otu04709	98.419	Pseudorhodobacter sinensis	Pseudorhodobacter	sinensis
Otu04712	96.032	Actinoallomurus vinaceus	Actinoallomurus	vinaceus
Otu04714	99.206	Sharpea azabuensis	Sharpea	azabuensis
Otu04716	93.281	Bacteroides xylanolyticus	Bacteroides	xylanolyticus
Otu04717	97.628	Clostridium butyricum	Clostridium	butyricum
Otu04720	94.444	Helcococcus ovis	Helcococcus	ovis
Otu04721	96.443	Eubacterium coprostanoligenes	Eubacterium	coprostanoligenes
Otu04722	94.488	Anaerosporobacter mobilis	Anaerosporobacter	mobilis
Otu04724	96.457	Reyranella graminifolii	Reyranella	graminifolii
Otu04726	97.233	Taibaiella chishuiensis	Taibaiella	chishuiensis
Otu04735	97.628	Lactobacillus caviae	Lactobacillus	caviae
Otu04736	100	Povalibacter uvarum	Povalibacter	uvarum
Otu04738	96.838	Aminipila butyrica	Aminipila	butyrica
Otu04741	93.651	Enterorhabdus muris	Enterorhabdus	muris
Otu04743	99.605	Fusicatenibacter saccharivorans	Fusicatenibacter	saccharivorans
Otu04746	99.605	Kribbella flavida	Kribbella	flavida
Otu04754	94.488	Megasphaera elsdenii	Megasphaera	elsdenii
Otu04755	99.605	Aquamicrobium aestuarii	Aquamicrobium	aestuarii
Otu04757	96.443	Petrimonas sulfuriphila	Petrimonas	sulfuriphila
Otu04761	95.397	Bacteroides xylanolyticus	Bacteroides	xylanolyticus
Otu04766	97.619	Phascolarctobacterium succinatutens	Phascolarctobacterium	succinatutens
Otu04767	94.915	Prevotellamassilia timonensis	Prevotellamassilia	timonensis
Otu04774	93.307	Prevotella copri	Prevotella	copri
Otu04781	96.838	Saccharopolyspora subtropica	Saccharopolyspora	subtropica
Otu04783	96.047	Eubacterium uniforme	Eubacterium	uniforme
Otu04784	98.394	Dorea longicatena	Dorea	longicatena
Otu04785	95.257	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu04786	96.047	Acidibacter ferrireducens	Acidibacter	ferrireducens
Otu04787	97.233	Eubacterium coprostanoligenes	Eubacterium	coprostanoligenes
Otu04789	93.701	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu04791	99.605	Camelimonas fluminis	Camelimonas	fluminis
Otu04795	93.2	Anaerobium acetethylicum	Anaerobium	acetethylicum
Otu04796	100	Holdemania massiliensis	Holdemania	massiliensis
Otu04798	94.882	Lactobacillus rogosae	Lactobacillus	rogosae
Otu04806	95.635	Acidaminococcus fermentans	Acidaminococcus	fermentans
Otu04808	97.233	Georgenia subflava	Georgenia	subflava
Otu04809	93.254	Mitsuokella multacida	Mitsuokella	multacida
Otu04813	93.307	Prevotella bivia	Prevotella	bivia
Otu04818	93.281	Megasphaera micronuciformis	Megasphaera	micronuciformis
Otu04819	97.233	Capnocytophaga cynodegmi	Capnocytophaga	cynodegmi
Otu04820	99.209	Nocardia africana	Nocardia	africana
Otu04822	100	Gemmiger formicilis	Gemmiger	formicilis
Otu04823	93.281	Intestinimonas butyriciproducens	Intestinimonas	butyriciproducens
Otu04826	96.838	Racemicystis persica	Racemicystis	persica
Otu04828	99.209	Zoogloea ramigera	Zoogloea	ramigera
Otu04837	100	Dysgonomonas massiliensis	Dysgonomonas	massiliensis
Otu04841	96.063	Ilumatobacter fluminis	Ilumatobacter	fluminis
Otu04842	95.238	Selenomonas bovis	Selenomonas	bovis
Otu04843	98.024	Blautia wexlerae	Blautia	wexlerae
Otu04845	95.652	Succinivibrio dextrinosolvens	Succinivibrio	dextrinosolvens
Otu04846	95.635	Propionispira arcuata	Propionispira	arcuata
Otu04847	94.466	Bacillus notoginsengisoli	Bacillus	notoginsengisoli
Otu04851	94.841	Propionispira arcuata	Propionispira	arcuata
Otu04852	99.605	Eubacterium coprostanoligenes	Eubacterium	coprostanoligenes
Otu04853	95.294	Eubacterium oxidoreducens	Eubacterium	oxidoreducens
Otu04854	100	Aquabacterium citratiphilum	Aquabacterium	citratiphilum
Otu04855	99.587	Gabonibacter massiliensis	Gabonibacter	massiliensis
Otu04856	93.227	Butyricicoccus pullicaecorum	Butyricicoccus	pullicaecorum
Otu04860	93.2	[Ruminococcus] gnavus	[Ruminococcus]	gnavus
Otu04861	97.638	Parabacteroides distasonis	Parabacteroides	distasonis
Otu04864	97.619	Selenomonas bovis	Selenomonas	bovis
Otu04865	96.838	Prevotella copri	Prevotella	copri
Otu04866	95.257	Murimonas intestini	Murimonas	intestini
Otu04867	96.838	Pseudolabrys taiwanensis	Pseudolabrys	taiwanensis
Otu04868	97.628	Selenomonas bovis	Selenomonas	bovis
Otu04869	98.024	Prevotella copri	Prevotella	copri
Otu04870	94.466	Prevotellamassilia timonensis	Prevotellamassilia	timonensis
Otu04871	98.387	Ruminococcus flavefaciens	Ruminococcus	flavefaciens
Otu04872	96.032	Anaerovibrio lipolyticus	Anaerovibrio	lipolyticus
Otu04873	97.244	Coprococcus eutactus	Coprococcus	eutactus
Otu04875	93.697	Mogibacterium neglectum	Mogibacterium	neglectum
Otu04876	100	Methylobacter tundripaludum	Methylobacter	tundripaludum
Otu04879	94.466	Ruminococcus champanellensis	Ruminococcus	champanellensis
Otu04881	98.024	Prevotella copri	Prevotella	copri
Otu04882	94.882	Treponema porcinum	Treponema	porcinum
Otu04884	94.862	Nitrososphaera viennensis	Nitrososphaera	viennensis
Otu04885	97.222	Megasphaera elsdenii	Megasphaera	elsdenii
Otu04886	95.652	Prevotella copri	Prevotella	copri
Otu04887	98.024	Subdoligranulum variabile	Subdoligranulum	variabile
Otu04888	98.81	Butyricimonas paravirosa	Butyricimonas	paravirosa
Otu04889	96.443	Prevotella copri	Prevotella	copri
Otu04891	94	Roseburia intestinalis	Roseburia	intestinalis
Otu04892	99.209	Culturomica massiliensis	Culturomica	massiliensis
Otu04893	94.488	[Clostridium] leptum	[Clostridium]	leptum
Otu04894	100	Bacillus coagulans	Bacillus	coagulans
Otu04895	96.838	Prevotella copri	Prevotella	copri
Otu04896	93.333	Anaerostipes hadrus	Anaerostipes	hadrus
Otu04900	99.209	Curvibacter lanceolatus	Curvibacter	lanceolatus
Otu04901	98.81	Phascolarctobacterium succinatutens	Phascolarctobacterium	succinatutens
Otu04902	96.234	Acetitomaculum ruminis	Acetitomaculum	ruminis
Otu04905	96.443	Succinivibrio dextrinosolvens	Succinivibrio	dextrinosolvens
Otu04906	98.016	Phascolarctobacterium succinatutens	Phascolarctobacterium	succinatutens
Otu04907	96.047	Fudania jinshanensis	Fudania	jinshanensis
Otu04908	98.024	[Clostridium] clostridioforme	[Clostridium]	clostridioforme
Otu04911	98.016	Megasphaera elsdenii	Megasphaera	elsdenii
Otu04912	96.443	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu04913	98.024	Prevotella copri	Prevotella	copri
Otu04914	98.024	Lactobacillus ultunensis	Lactobacillus	ultunensis
Otu04915	96.8	Cloacibacillus porcorum	Cloacibacillus	porcorum
Otu04916	98.419	Mitsuokella jalaludinii	Mitsuokella	jalaludinii
Otu04920	97.233	Prevotella copri	Prevotella	copri
Otu04923	94.466	Treponema porcinum	Treponema	porcinum
Otu04924	100	Brevundimonas terrae	Brevundimonas	terrae
Otu04925	98.81	Paenibacillus aestuarii	Paenibacillus	aestuarii
Otu04926	93.305	Colidextribacter massiliensis	Colidextribacter	massiliensis
Otu04927	96.825	Intestinibacillus massiliensis	Intestinibacillus	massiliensis
Otu04931	98.419	Clostridium chauvoei	Clostridium	chauvoei
Otu04933	97.233	Prevotella copri	Prevotella	copri
Otu04934	97.222	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu04938	96.443	Dorea formicigenerans	Dorea	formicigenerans
Otu04941	93.254	[Clostridium] clostridioforme	[Clostridium]	clostridioforme
Otu04942	95.652	[Clostridium] amygdalinum	[Clostridium]	amygdalinum
Otu04944	94.466	Prevotella stercorea	Prevotella	stercorea
Otu04946	97.647	Prevotella copri	Prevotella	copri
Otu04948	93.254	Ihubacter massiliensis	Ihubacter	massiliensis
Otu04953	98.4	Lactobacillus ultunensis	Lactobacillus	ultunensis
Otu04955	93.307	Sporobacter termitidis	Sporobacter	termitidis
Otu04957	98.024	Bacteroides vulgatus	Bacteroides	vulgatus
Otu04962	97.222	Anaerovibrio lipolyticus	Anaerovibrio	lipolyticus
Otu04965	98.425	Lactobacillus salivarius	Lactobacillus	salivarius
Otu04967	95.455	Ruminococcus callidus	Ruminococcus	callidus
Otu04968	96.838	Selenomonas bovis	Selenomonas	bovis
Otu04969	96.85	Prevotella stercorea	Prevotella	stercorea
Otu04970	99.206	Butyricimonas phoceensis	Butyricimonas	phoceensis
Otu04971	95.397	[Eubacterium] hallii	[Eubacterium]	hallii
Otu04972	99.209	Prevotella copri	Prevotella	copri
Otu04976	93.676	Papillibacter cinnamivorans	Papillibacter	cinnamivorans
Otu04978	95.181	Anaerovibrio lipolyticus	Anaerovibrio	lipolyticus
Otu04981	96.787	Megasphaera elsdenii	Megasphaera	elsdenii
Otu04984	96.429	Treponema succinifaciens	Treponema	succinifaciens
Otu04986	93.307	Paludicola psychrotolerans	Paludicola	psychrotolerans
Otu04988	97.244	Blautia luti	Blautia	luti
Otu04989	98.785	Phascolarctobacterium succinatutens	Phascolarctobacterium	succinatutens
Otu04990	94.51	Butyricicoccus pullicaecorum	Butyricicoccus	pullicaecorum
Otu04992	94.4	Lachnoclostridium pacaense	Lachnoclostridium	pacaense
Otu04993	96.032	Anaerofilum pentosovorans	Anaerofilum	pentosovorans
Otu04994	98.381	Lactobacillus caviae	Lactobacillus	caviae
Otu04995	98.425	Phascolarctobacterium succinatutens	Phascolarctobacterium	succinatutens
Otu04998	99.605	Streptococcus hyointestinalis	Streptococcus	hyointestinalis
Otu04999	94.862	Prevotella copri	Prevotella	copri
Otu05000	98.425	Parabacteroides distasonis	Parabacteroides	distasonis
Otu05001	96.429	Selenomonas bovis	Selenomonas	bovis
Otu05002	93.701	Butyricicoccus pullicaecorum	Butyricicoccus	pullicaecorum
Otu05003	98.024	Lactobacillus mucosae	Lactobacillus	mucosae
Otu05004	97.628	Prevotella copri	Prevotella	copri
Otu05005	94.094	Succinivibrio dextrinosolvens	Succinivibrio	dextrinosolvens
Otu05006	98.419	Gemmiger formicilis	Gemmiger	formicilis
Otu05009	96.063	Anaerotignum lactatifermentans	Anaerotignum	lactatifermentans
Otu05011	96.047	Treponema succinifaciens	Treponema	succinifaciens
Otu05012	97.233	Bacteroides xylanolyticus	Bacteroides	xylanolyticus
Otu05023	95.238	Ihubacter massiliensis	Ihubacter	massiliensis
Otu05030	98.819	Methanobrevibacter smithii	Methanobrevibacter	smithii
Otu05032	98.016	Phascolarctobacterium succinatutens	Phascolarctobacterium	succinatutens
Otu05033	98.814	Phascolarctobacterium succinatutens	Phascolarctobacterium	succinatutens
Otu05034	98.814	Fusicatenibacter saccharivorans	Fusicatenibacter	saccharivorans
Otu05035	93.333	Fibrobacter intestinalis	Fibrobacter	intestinalis
Otu05036	98.413	Phascolarctobacterium succinatutens	Phascolarctobacterium	succinatutens
Otu05037	96.825	Selenomonas bovis	Selenomonas	bovis
Otu05044	98.814	[Clostridium] lavalense	[Clostridium]	lavalense
Otu05048	99.209	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu05051	93.701	Prevotella copri	Prevotella	copri
Otu05052	98.024	Prevotella copri	Prevotella	copri
Otu05053	98.016	Megasphaera elsdenii	Megasphaera	elsdenii
Otu05055	96.838	Prevotella copri	Prevotella	copri
Otu05056	98.031	Coprococcus catus	Coprococcus	catus
Otu05057	93.724	Prevotella copri	Prevotella	copri
Otu05060	95.257	Prevotella copri	Prevotella	copri
Otu05065	97.233	Pseudoflavonifractor capillosus	Pseudoflavonifractor	capillosus
Otu05066	95.257	Methylopila turkensis	Methylopila	turkensis
Otu05069	93.676	[Eubacterium] rectale	[Eubacterium]	rectale
Otu05070	98.024	Flavisolibacter aluminii	Flavisolibacter	aluminii
Otu05073	93.281	Fusicatenibacter saccharivorans	Fusicatenibacter	saccharivorans
Otu05075	94.862	Gaiella occulta	Gaiella	occulta
Otu05076	94.071	Howardella ureilytica	Howardella	ureilytica
Otu05080	98.374	Mitsuokella multacida	Mitsuokella	multacida
Otu05087	96.443	Hyphomicrobium facile	Hyphomicrobium	facile
Otu05090	98.031	Defluviimonas aestuarii	Defluviimonas	aestuarii
Otu05092	100	Chelatococcus composti	Chelatococcus	composti
Otu05094	94.862	Bacteroides pyogenes	Bacteroides	pyogenes
Otu05100	96.8	Flintibacter butyricus	Flintibacter	butyricus
Otu05105	99.605	Pseudomonas wadenswilerensis	Pseudomonas	wadenswilerensis
Otu05107	94.466	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu05109	97.638	Blautia luti	Blautia	luti
Otu05110	93.307	Nannocystis pusilla	Nannocystis	pusilla
Otu05111	98.419	Mailhella massiliensis	Mailhella	massiliensis
Otu05114	98.413	Delftia litopenaei	Delftia	litopenaei
Otu05116	94.422	Anaerotignum aminivorans	Anaerotignum	aminivorans
Otu05118	95.816	Prevotella copri	Prevotella	copri
Otu05119	96.838	Pedomicrobium americanum	Pedomicrobium	americanum
Otu05120	96.457	Methanobrevibacter smithii	Methanobrevibacter	smithii
Otu05121	95.652	Butyrivibrio crossotus	Butyrivibrio	crossotus
Otu05127	93.676	Porphyromonas pasteri	Porphyromonas	pasteri
Otu05128	93.307	Coralloluteibacterium thermophilus	Coralloluteibacterium	thermophilus
Otu05129	99.606	Ilumatobacter nonamiensis	Ilumatobacter	nonamiensis
Otu05136	93.701	Ruminococcus champanellensis	Ruminococcus	champanellensis
Otu05141	98.024	Trueperella pyogenes	Trueperella	pyogenes
Otu05142	94.466	Pedomicrobium manganicum	Pedomicrobium	manganicum
Otu05143	100	Bosea vaviloviae	Bosea	vaviloviae
Otu05145	99.111	Prevotella copri	Prevotella	copri
Otu05148	96.653	Blautia schinkii	Blautia	schinkii
Otu05151	96.85	Roseburia intestinalis	Roseburia	intestinalis
Otu05152	96.047	Pseudoflavonifractor phocaeensis	Pseudoflavonifractor	phocaeensis
Otu05153	98.814	Megasphaera elsdenii	Megasphaera	elsdenii
Otu05156	95.652	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu05157	97.071	[Clostridium] amygdalinum	[Clostridium]	amygdalinum
Otu05160	95.238	Lactobacillus leichmannii	Lactobacillus	leichmannii
Otu05162	97.233	Luteitalea pratensis	Luteitalea	pratensis
Otu05166	97.628	Klebsiella aerogenes	Klebsiella	aerogenes
Otu05169	98.413	Prevotella copri	Prevotella	copri
Otu05170	98.024	Clostridium perfringens	Clostridium	perfringens
Otu05172	98.016	Streptococcus pasteurianus	Streptococcus	pasteurianus
Otu05174	98	Fibrobacter intestinalis	Fibrobacter	intestinalis
Otu05175	97.628	Prevotella copri	Prevotella	copri
Otu05176	98.016	Olsenella umbonata	Olsenella	umbonata
Otu05180	93.333	Ruminiclostridium papyrosolvens	Ruminiclostridium	papyrosolvens
Otu05184	96.443	Mailhella massiliensis	Mailhella	massiliensis
Otu05188	93.701	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu05190	98.406	Campylobacter coli	Campylobacter	coli
Otu05192	95.257	Blautia obeum	Blautia	obeum
Otu05194	95.417	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu05195	97.244	Dorea longicatena	Dorea	longicatena
Otu05198	97.49	Blautia wexlerae	Blautia	wexlerae
Otu05199	97.628	Campylobacter lanienae	Campylobacter	lanienae
Otu05201	96.414	Blautia wexlerae	Blautia	wexlerae
Otu05202	94.094	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu05206	94.958	Eubacterium oxidoreducens	Eubacterium	oxidoreducens
Otu05208	96	[Clostridium] amygdalinum	[Clostridium]	amygdalinum
Otu05213	96.047	Blautia obeum	Blautia	obeum
Otu05216	94.841	Propionispira arcuata	Propionispira	arcuata
Otu05218	93.281	Clostridium tepidum	Clostridium	tepidum
Otu05221	93.307	Prevotella copri	Prevotella	copri
Otu05222	95.417	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu05223	98.024	Bariatricus massiliensis	Bariatricus	massiliensis
Otu05224	97.628	Blautia obeum	Blautia	obeum
Otu05226	93.651	Olsenella profusa	Olsenella	profusa
Otu05227	97.59	Acidaminococcus fermentans	Acidaminococcus	fermentans
Otu05228	97.222	Selenomonas ruminantium	Selenomonas	ruminantium
